food_code,food_name,SUMBER,AIR (g),energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,SERAT (g),ABU (g),calcium_mg_100g,FOSFOR (mg),BESI (mg),sodium_mg_100g,potassium_mg_100g,TEMBAGA (mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR-TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT C (mg),bdd_percent,category,is_olahan_code,food_name_normalized_tkpi,urt_match_normalized,match_score,best_candidate,match_status,urt_food_name,urt_gram,urt,food_name_normalized_urt,urt_gram_numeric,gram_per_portion,URT,match_type,is_usable_for_recommendation
ER005,"Arbai, segar",DABM-1964,90,37,,,,,"0,5",28.0,27,"0,8",2.0,43.0,"63,52","18,9",,2,60,"0,03",0,"0,1",60,96.0,B,False,arbai,,60.0,babat,low_score,,,,,,,,unmatched,False
ER006,"Belimbing, segar",DABM-1964,90,36,,,,"3,2","0,4",4.0,12,"1,1",4.0,130.0,,"0,1",,29,170,"0,03",,,35,86.0,B,False,belimbing,belimbing,100.0,belimbing,accepted_fuzzy,Belimbing,125-140,1 buah besar,belimbing,132.5,132.5,1 buah besar,normalized_urt,True
ER007,"Biwah, segar",KZGPI- 1990,87,51,,,,"0,7","0,5",220.0,14,"0,8",1.0,,"0,04",0,0,,12256,"0,1","0,02",0,4,66.0,B,False,biwah,,72.72727272727273,blewah,low_score,,,,,,,,unmatched,False
ER008,"Buah atung, segar",DABM-1964,92,23,,,,,"1,8",30.0,50,"4,6",,,,,,,0,"0,29",,,38,80.0,B,False,buah atung,,54.54545454545454,kacang merah,low_score,,,,,,,,unmatched,False
ER009,"Buah kelenting, segar",KZGMI-2001,74,110,,,,,"1,2",8.0,102,"1,1",2.0,0.0,"0,3","0,9",,,,"0,2","0,1",,6,77.0,B,False,buah kelenting,,59.25925925925925,kentang hitam,low_score,,,,,,,,unmatched,False
ER010,"Buah kom, segar",KZGPI- 1990,34,264,4.0,,,9,"1,7",306.0,92,"0,8",,,,,0,,400,"0,11",,0,9,100.0,B,False,buah kom,,61.53846153846154,bakso,low_score,,,,,,,,unmatched,False
ER011,"Buah mentega (bisbul), segar",DABM-1964,89,39,,,,2,"0,4",43.0,17,"0,8",1.0,90.0,"0,06","0,1",,141,55,"0,02","0,01","0,1",33,50.0,M,False,buah mentega bisbul,,50.0,mie basah,low_score,,,,,,,,unmatched,False
ER012,"Buah naga merah, segar",BKP,86,71,,,,"3,2","0,4",13.0,14,"0,4",10.0,128.0,0,"0,4",,0,0,"0,5","0,3","0,5",1,,B,False,buah naga merah,,70.96774193548387,nasi beras merah,low_score,,,,,,,,unmatched,False
ER013,"Buah naga putih, segar",BKP,87,56,,1.0,,"3,2","0,6",13.0,27,"0,5",7.0,231.0,0,"0,4",,0,0,"0,02","0,5","0,9",1,,B,False,buah naga putih,,70.96774193548387,nasi beras putih,low_score,,,,,,,,unmatched,False
ER014,"Buah negri, segar",KZGMI-2001,86,55,,,,"5,2","0,8",30.0,40,"0,2",10.0,0.0,"0,1","0,3",,460,,"0,33","0,03","0,1",9,48.0,B,False,buah negri,,57.14285714285714,udang basah,low_score,,,,,,,,unmatched,False
ER015,"Buah nona, segar",DABM-1964,72,101,,,,"2,8",1,27.0,20,"0,8",5.0,,"325,7","0,1",,49,,"0,08","0,16","0,9",22,58.0,B,False,buah nona,,60.0,rebon basah,low_score,,,,,,,,unmatched,False
ER016,"Buah rotan, segar",KZGMI-2001,79,78,,,,,"1,5",1.0,7,"3,4",7.0,495.0,"0,3","0,7",,,,"0,12",0,,5,,B,False,buah rotan,,66.66666666666667,rebon basah,low_score,,,,,,,,unmatched,False
ER017,"Buah rukam, segar",KZGMI-2001,71,113,,,,"7,7","0,8",108.0,52,"1,2",2.0,219.0,"0,3","0,9",,17,,"0,06","0,01",,20,100.0,B,False,buah rukam,,60.0,jeruk bali,low_score,,,,,,,,unmatched,False
ER018,"Buah ruruhi, segar",KZGMI-2001,93,29,,,,"2,6","0,3",6.0,7,0,36.0,45.0,0,"0,1",,7,,"0,06","0,01",,10,82.0,B,False,buah ruruhi,,50.0,mie basah,low_score,,,,,,,,unmatched,False
ER019,"Buah tuppa, segar",KZGMI-2001,83,67,,,,,1,12.0,139,"0,5",2.0,0.0,"0,2","0,5",,,,"0,04","0,01",,5,,B,False,buah tuppa,,57.14285714285714,udang basah,low_score,,,,,,,,unmatched,False
ER020,"Carica papaya, segar",KZGPI- 1990,93,24,,,,1,"0,9",51.0,33,"1,8",,,,,0,0,1000,"0,32","0,07",0,85,60.0,B,False,carica papaya,,52.63157894736843,pepaya,low_score,,,,,,,,unmatched,False
ER021,"Cempedak, segar",DABM-1964,67,116,3.0,,,"3,4",1,20.0,30,"1,5",25.0,,,,,79,200,0,,"0,5",15,30.0,B,False,cempedak,,53.333333333333336,kesemek,low_score,,,,,,,,unmatched,False
ER022,"Duku, segar",DABM-1964,82,63,1.0,,,"4,3","0,7",18.0,9,"0,9",2.0,149.0,"0,09","0,2",,0,0,"0,05","0,15","1,5",9,64.0,B,False,duku,duku,100.0,duku,accepted_fuzzy,Duku,80,10-16 buah sedang,duku,80.0,80.0,10-16 buah sedang,normalized_urt,True
ER023,"Durian, segar",DABM-1964,65,149,,3.0,,"3,5",8,7.0,44,"1,3",1.0,601.0,"0,12","0,3",,146,175,"0,1","0,19","136,5",53,22.0,B,False,durian,durian,100.0,durian,accepted_fuzzy,Durian,35,2 biji besar,durian,35.0,35.0,2 biji besar,normalized_urt,True
ER024,"Duwet, segar",KZGPI- 1990,80,80,,,,"0,9","0,5",33.0,138,"1,3",16.0,,"191,28","0,3",0,329,0,"0,02","0,01","2,5",130,67.0,B,False,duwet,,44.44444444444444,tepung hunkwe,low_score,,,,,,,,unmatched,False
ER025,"Embacang, segar",DABM-1964,73,98,,,,"1,9","0,5",21.0,15,"0,5",3.0,,"0,13","0,1",,2533,1218,"0,03","0,09","0,7",56,65.0,B,False,embacang,,63.1578947368421,apel malang,low_score,,,,,,,,unmatched,False
ER026,"Encung asam, segar",KZGPI- 1990,73,122,,,,"9,3","1,5",63.0,69,"3,2",,,,,0,,2357,"0,02",,,0,98.0,B,False,encung asam,,63.63636363636363,tepung sagu,low_score,,,,,,,,unmatched,False
ER027,"Erbis, segar",DABM-1964,80,70,,0.0,,"7,7","0,5",11.0,50,"1,1",21.0,,"0,06","0,1",,549,10,0,"0,1","1,1",16,33.0,B,False,erbis,,50.0,biskuit,low_score,,,,,,,,unmatched,False
ER028,Gandaria masak,DABM-1964,81,68,,,18.0,"2,2","0,4",9.0,20,1,3.0,129.0,,,,329,1020,"0,03","0,07","0,7",111,70.0,B,False,gandaria,,57.14285714285714,durian,low_score,,,,,,,,unmatched,False
ER029,"Gatep, segar",KZGPI- 1990,53,191,,,,"13,4","1,6",186.0,69,"3,2",17.0,,"0,69","1,3",,51,,"0,05","0,2","1,8",,100.0,B,False,gatep,,50.0,tepung sagu,low_score,,,,,,,,unmatched,False
ER030,"Jambu air, segar",DABM-1964,87,46,,,,"2,1","0,8",8.0,9,"1,1",11.0,,,"0,1",,92,,"0,02","0,38","4,6",5,90.0,G,False,jambu air,jambu air,100.0,jambu air,accepted_fuzzy,Jambu air,100,2 buah sedang,jambu air,100.0,100.0,2 buah sedang,normalized_urt,True
ER031,Jambu biji,DABM-1964,86,64,,,,"2,4","0,6",14.0,28,"1,1",10.0,,"0,02","0,3",,27,25,"0,02","0,03","0,8",87,82.0,G,False,jambu biji,jambu biji,100.0,jambu biji,accepted_fuzzy,Jambu biji,100,1 buah besar,jambu biji,100.0,100.0,1 buah besar,normalized_urt,True
ER032,Jambu bj putih tdk brbj,KZGPI- 1990,83,61,,,,"4,5","0,6",31.0,41,"0,2",20.0,103.0,"0,04","0,5",,53,18,"1,02","0,06","1,3",116,82.0,G,False,jambu bj putih tdk brbj,,51.28205128205128,nasi beras putih,low_score,,,,,,,,unmatched,False
ER033,"Jambu bol, segar",KZGMI-2001,87,49,,,,"3,5","0,8",8.0,8,"0,3",1.0,14.0,0,0,,92,,"0,13","0,01","0,5",22,67.0,G,False,jambu bol,jambu bol,100.0,jambu bol,accepted_fuzzy,Jambu bol,90,1 buah kecil,jambu bol,90.0,90.0,1 buah kecil,normalized_urt,True
ER034,"Jambu monyet, segar",DABM-1964,83,49,,,,"1,2","0,3",4.0,13,"0,5",12.0,,,,,1604,25,"0,02",0,2,197,90.0,G,False,jambu monyet,,50.0,rambutan,low_score,,,,,,,,unmatched,False
ER035,"Jeruk bali, segar",DABM-1964,86,48,,,,"0,8","0,5",23.0,27,"0,5",21.0,,"171,25","0,1",,33,20,"0,04",0,"0,4",43,62.0,B,False,jeruk bali,jeruk bali,100.0,jeruk bali,accepted_fuzzy,Jeruk bali,105,1 potong,jeruk bali,105.0,105.0,1 potong,normalized_urt,True
ER036,"Jeruk banjar, segar",KZGMI-2001,85,61,,,,"5,4","0,4",9.0,13,"0,2",3.0,79.0,"0,1","0,1",,9,,"0,12","0,03","0,3",31,72.0,B,False,jeruk banjar,,72.72727272727273,jeruk bali,low_score,,,,,,,,unmatched,False
ER037,Jeruk garut-keprok,DABM-1964,87,44,,,,"1,6","0,7",33.0,23,"0,4",5.0,,"169,3","0,2",,0,420,"0,07","0,03","0,2",31,71.0,B,False,jeruk garut keprok,,75.86206896551724,jeruk garut,low_score,,,,,,,,unmatched,False
ER038,"Jeruk Kalamansi, segar",BKP,90,39,,,,"2,3","0,4",42.0,85,"0,5",3.0,82.0,"0,3","0,1",,1,0,"0,02","0,1",0,30,100.0,B,False,jeruk kalamansi,,76.92307692307692,jeruk manis,low_score,,,,,,,,unmatched,False
ER039,"Jeruk manis, segar",DABM-1964,87,45,,,,"1,4","0,5",33.0,23,"0,4",4.0,,160,"0,2",,0,190,"0,08","0,03","0,2",49,72.0,B,False,jeruk manis,jeruk manis,100.0,jeruk manis,accepted_fuzzy,Jeruk manis,100,2 buah sedang,jeruk manis,100.0,100.0,2 buah sedang,normalized_urt,True
ER040,"Jeruk nipis, segar",KZGPI- 1990,89,44,,,10.0,"0,4","0,4",18.0,22,"0,2",3.0,,"0,06","0,1",,23,4,"0,01","0,03","0,2",20,76.0,B,False,jeruk nipis,jeruk nipis,100.0,jeruk nipis,accepted_fuzzy,Jeruk nipis,135,1 ½ gelas,jeruk nipis,135.0,135.0,1 ½ gelas,normalized_urt,True
ER041,"Jeruk ragi, segar",KZGPI- 1990,88,49,,,,"0,5","0,4",36.0,67,"0,7",4.0,,155,"0,2",,0,68,"0,03","0,03","0,2",30,59.0,B,False,jeruk ragi,,76.19047619047619,jeruk manis,low_score,,,,,,,,unmatched,False
ER042,"Kawista, segar",KZGPI- 1990,72,120,,,,"4,6","1,4",190.0,230,"1,6",9.0,,"308,43","0,4",,99,,"0,07","0,07","0,4",3,72.0,B,False,kawista,,57.14285714285714,markisa,low_score,,,,,,,,unmatched,False
ER043,"Kedondong masak, segar",DABM-1964,88,46,1.0,,,"2,6","0,6",15.0,22,"2,8",2.0,,"0,03","0,1",,164,233,"0,08","0,23","0,3",30,58.0,B,False,kedondong,kedondong,100.0,kedondong,accepted_fuzzy,Kedondong,100/120,2 buah sedang/besar,kedondong,110.0,110.0,2 buah sedang/besar,normalized_urt,True
ER044,"Kedondong, segar",KZGMI-2001,88,47,,,,"2,7","0,6",7.0,58,"0,8",2.0,0.0,,"0,2",,,,,,"0,4",32,58.0,B,False,kedondong,kedondong,100.0,kedondong,accepted_fuzzy,Kedondong,100/120,2 buah sedang/besar,kedondong,110.0,110.0,2 buah sedang/besar,normalized_urt,True
ER045,"Kelapa hutan, kering",KZGMI-2001,6,623,2.0,,,"15,3","3,4",120.0,280,"3,8",100.0,460.0,"1,7","1,9",,,,,,"0,2",,,B,False,kelapa hutan,,78.26086956521739,gula kelapa,low_score,,,,,,,,unmatched,False
ER046,"Kelapa muda, daging, segar",DABM-1964,83,68,1.0,,14.0,0,"0,8",7.0,30,1,18.0,,"0,14","0,3",0,,,,,"0,6",4,53.0,B,False,kelapa muda daging,,70.96774193548387,daging kerbau,low_score,,,,,,,,unmatched,False
ER047,"Kemang, segar",DABM-1964,87,48,1.0,,,"1,7","0,4",10.0,24,"0,1",2.0,,"0,04","0,1",,,6,,,"0,3",58,65.0,B,False,kemang,,83.33333333333334,kerang,low_score,,,,,,,,unmatched,False
ER048,"Kesemek, segar",DABM-1964,78,78,,,20.0,"0,6","0,6",6.0,26,"0,3",0.0,,"0,13","0,1",,,2710,,,"0,1",11,97.0,B,False,kesemek,kesemek,100.0,kesemek,accepted_fuzzy,Kesemek,65,1 ½ buah,kesemek,65.0,65.0,1 ½ buah,normalized_urt,True
ER049,"Kokosan, segar",DABM-1964,85,86,,,13.0,"1,4","0,2",22.0,38,"1,3",2.0,,"0,08","0,2",,,20,,,"1,5",3,64.0,B,False,kokosan,,63.1578947368421,pisang kepok,low_score,,,,,,,,unmatched,False
ER050,"Kranji, segar",KZGPI- 1990,20,315,,,,"3,6","2,9",160.0,120,"3,7",,,,,,,,,,,,31.0,B,False,kranji,,66.66666666666667,kerang,low_score,,,,,,,,unmatched,False
ER051,"Langsat, segar",DABM-1964,84,56,,,,"1,4","0,5",17.0,24,"1,1",1.0,232.0,"0,09","0,2",,,0,,,"0,8",9,64.0,B,False,langsat,,61.53846153846154,mangga,low_score,,,,,,,,unmatched,False
ER052,"Lemon, segar",KZGMI-2001,92,34,,,,"0,1","0,3",23.0,20,"0,3",31.0,140.0,"0,1","0,2",,,,,,"0,3",50,100.0,B,False,lemon,,60.0,rebon,low_score,,,,,,,,unmatched,False
ER053,"Lontar, segar",KZGPI- 1990,93,27,,,6.0,"1,6","0,4",91.0,243,"0,5",,,,,,,,,,,,79.0,B,False,lontar,,60.0,otak,low_score,,,,,,,,unmatched,False
ER054,"Mangga, segar",KZGMI-2001,87,52,,0.0,,"1,6","0,2",20.0,16,1,3.0,140.0,"0,33",0,,,,,,"0,3",12,65.0,B,False,mangga,mangga,100.0,mangga,accepted_fuzzy,Mangga,90,¾ buah besar,mangga,90.0,90.0,¾ buah besar,normalized_urt,True
ER055,"Mangga benggala, segar",KZGMI-2001,84,63,,,,"5,8","0,4",9.0,13,"0,2",3.0,79.0,"0,1","0,1",,,,,,"0,4",43,65.0,B,False,mangga benggala,,57.14285714285714,mangga,low_score,,,,,,,,unmatched,False
ER056,"Mangga gedung, segar",DABM-1964,87,44,,,,"1,6","0,5",13.0,10,"0,2",2.0,,"0,04","0,1",,,16400,,,"0,3",30,65.0,B,False,mangga gedung,,63.1578947368421,mangga,low_score,,,,,,,,unmatched,False
ER057,"Mangga golek, segar",DABM-1964,82,63,,,,"2,3","0,4",14.0,10,"0,7",3.0,,"0,05","0,1",,,3715,,,"0,4",65,65.0,B,False,mangga golek,,66.66666666666667,mangga,low_score,,,,,,,,unmatched,False
ER058,"Mangga harumanis, segar",DABM-1964,87,46,,,,"1,7","0,8",15.0,9,"0,2",2.0,,"0,04","0,1",,,1200,,,"0,3",6,65.0,B,False,mangga harumanis,,57.14285714285714,pisang ambon,low_score,,,,,,,,unmatched,False
ER059,"Mangga indramayu, segar",DABM-1964,80,72,,,,"2,5","0,1",13.0,10,"1,9",3.0,,"0,06","0,1",,,2900,,,"0,5",16,65.0,B,False,mangga indramayu,,54.54545454545454,mangga,low_score,,,,,,,,unmatched,False
ER060,"Mangga kopek, segar",DABM-1964,85,56,,,,2,"0,3",16.0,10,"1,7",2.0,,"0,04","0,1",,,6520,,,"0,4",27,65.0,B,False,mangga kopek,,66.66666666666667,mangga,low_score,,,,,,,,unmatched,False
ER061,"Mangga kwini, segar",KZGMI-2001,79,86,,,,"6,5","0,4",11.0,11,"0,2",1.0,16.0,"0,1","0,1",,,,,,"0,5",18,65.0,B,False,mangga kwini,,66.66666666666667,mangga,low_score,,,,,,,,unmatched,False
ER062,"Mangga manalagi, segar",KZGMI-2001,67,133,1.0,,,"11,8","0,3",20.0,23,1,70.0,161.0,0,0,0,,,,,"0,6",61,65.0,B,False,mangga manalagi,,57.14285714285714,mangga,low_score,,,,,,,,unmatched,False
ER063,"Mangga muda, segar",DABM-1964,84,59,,,,,"0,3",12.0,11,"0,4",2.0,,"0,05","0,1",,,85,,,"0,4",2,73.0,B,False,mangga muda,,70.58823529411764,mangga,low_score,,,,,,,,unmatched,False
ER064,"Manggis, segar",DABM-1964,83,63,,,,"1,5","0,2",8.0,12,"0,8",10.0,,"0,1","0,1",,0,0,"0,03","0,03","0,3",5,29.0,B,False,manggis,manggis,100.0,manggis,accepted_fuzzy,Manggis,80,2 buah sedang,manggis,80.0,80.0,2 buah sedang,normalized_urt,True
ER065,"Markisa, segar",KZGPI- 1990,65,144,,,,"11,4","0,8",27.0,203,"1,4",37.0,,"0,11","0,1",0,969,691,"0,02","0,17",2,10,48.0,B,False,markisa,markisa,100.0,markisa,accepted_fuzzy,Markisa,35,¾ buah sedang,markisa,35.0,35.0,¾ buah sedang,normalized_urt,True
ER066,"Matoa, segar",KZGMI-2001,77,90,,,,"0,5","1,1",20.0,40,"0,6",10.0,190.0,"0,3","0,6",,2,,"0,18","0,09","0,5",54,40.0,B,False,matoa,,54.54545454545454,mangga,low_score,,,,,,,,unmatched,False
ER067,"Melon, segar",BKP,91,37,,,,1,"0,5",12.0,14,"0,4",27.0,167.0,"0,3","0,1",,1,0,"0,02","0,1",0,0,,B,False,melon,melon,100.0,melon,accepted_fuzzy,Melon,90,1 potong,melon,90.0,90.0,1 potong,normalized_urt,True
ER068,"Menteng, segar",DABM-1964,79,65,,,,,"2,9",13.0,20,"0,8",,,,,,,0,0,,,,64.0,B,False,menteng,,71.42857142857143,kentang,low_score,,,,,,,,unmatched,False
ER069,"Nanas palembang, segar",KZGMI-2001,86,58,,,,"1,6","0,3",29.0,15,"0,6",7.0,117.0,"0,03","0,1",,17,,"0,26","0,03","0,2",11,53.0,B,False,nanas palembang,,59.25925925925925,ikan kembung,low_score,,,,,,,,unmatched,False
ER070,"Nanas, segar",KZGPI- 1990,89,40,,,,"0,6","0,3",22.0,14,"0,9",18.0,111.0,"0,03","0,1",0,17,90,"0,02","0,04","0,2",22,53.0,B,False,nanas,,80.0,nenas,low_score,,,,,,,,unmatched,False
ER071,"Nangka masak pohon, segar",DABM-1964,70,106,,,,"3,7","2,7",20.0,19,"0,9",2.0,407.0,"246,58","1,4",,149,330,"0,07","0,1",1,7,28.0,B,False,nangka pohon,,66.66666666666667,nangka,low_score,,,,,,,,unmatched,False
ER072,"Pala, daging, segar",DABM-1964,88,42,,,,"0,5","0,5",32.0,24,"1,5",,,,,,,29,,,,22,30.0,B,False,pala daging,,66.66666666666667,daging kerbau,low_score,,,,,,,,unmatched,False
ER073,"Pepaya, segar",DABM-1964,87,46,,,,"1,6","0,6",23.0,12,"1,7",4.0,221.0,"0,02","0,3",,1038,365,"0,04","0,06","0,4",78,75.0,B,False,pepaya,pepaya,100.0,pepaya,accepted_fuzzy,Pepaya,100-190,1 potong besar,pepaya,145.0,145.0,1 potong besar,normalized_urt,True
ER074,"Pisang ambon, segar",KZGMI-2001,73,108,1.0,,,"1,9",1,20.0,30,"0,2",10.0,,"0,2","0,2",,37,,"0,05","0,11","0,1",9,75.0,B,False,pisang ambon,pisang ambon,100.0,pisang ambon,accepted_fuzzy,Pisang ambon,50,1 buah sedang,pisang ambon,50.0,50.0,1 buah sedang,normalized_urt,True
ER075,"Pisang angleng (pisang ampyang), segar",DABM-1964,80,68,,,,"0,8",1,10.0,26,"0,6",23.0,,"0,04",0,,9,76,"0,08","0,05","2,5",6,75.0,B,False,pisang angleng pisang ampyang,,51.28205128205128,pisang mas,low_score,,,,,,,,unmatched,False
ER076,"Pisang ayam, segar",KZGMI-2001,71,120,,,,"4,1","0,7",20.0,61,"0,4",6.0,392.0,"0,1","0,3",,24,,"0,1","0,02",1,26,75.0,B,False,pisang ayam,,78.26086956521739,pisang ambon,low_score,,,,,,,,unmatched,False
ER077,"Pisang gapi, segar",KZGMI-2001,66,131,,,,"11,7",1,58.0,40,"0,3",6.0,392.0,"0,13","0,3",,13,,"0,18","0,02","0,3",13,75.0,B,False,pisang gapi,,76.19047619047619,pisang mas,low_score,,,,,,,,unmatched,False
ER078,"Pisang goroho, segar",KZGMI-2001,69,119,,,,"4,6",1,2.0,30,"0,2",36.0,359.0,"0,13","0,3",,11,,"0,15","0,02","1,1",10,75.0,B,False,pisang goroho,,64.0,pisang ambon,low_score,,,,,,,,unmatched,False
ER079,"Pisang hijau, segar",KZGPI- 1990,69,121,1.0,,,"0,4","1,1",9.0,37,"0,9",31.0,,"0,28","0,6",,48,1000,"0,13","0,06",0,13,72.0,B,False,pisang hijau,,75.0,kacang hijau,low_score,,,,,,,,unmatched,False
ER080,"Pisang kayu, segar",KZGMI-2001,74,100,,,,"2,6","0,6",15.0,0,"0,1",1.0,493.0,"0,08","0,3",,3,,"0,1",0,"0,6",11,75.0,B,False,pisang kayu,,76.19047619047619,pisang mas,low_score,,,,,,,,unmatched,False
ER081,"Pisang kepok, segar",KZGMI-2001,72,109,,,,"5,7",1,10.0,30,"0,5",10.0,300.0,"0,1","0,2",,0,,"0,1",0,"0,1",9,75.0,B,False,pisang kepok,pisang kepok,100.0,pisang kepok,accepted_fuzzy,Pisang kepok,45,1 buah,pisang kepok,45.0,45.0,1 buah,normalized_urt,True
ER082,"Pisang ketip, segar",KZGMI-2001,63,145,,,,"6,6","0,7",5.0,54,"0,1",4.0,726.0,"0,15","0,5",,3,,"0,13","0,02","0,8",95,75.0,B,False,pisang ketip,,83.33333333333334,pisang kepok,low_score,,,,,,,,unmatched,False
ER083,"Pisang kidang, segar",KZGPI- 1990,75,96,1.0,,,"0,6","0,9",87.0,173,"0,6",6.0,,"0,22","0,5",,38,58,"0,04","0,1","0,9",2,70.0,B,False,pisang kidang,,72.0,ikan pindang,low_score,,,,,,,,unmatched,False
ER084,"Pisang lampung, segar",DABM-1964,72,99,,,,"4,3","0,8",10.0,19,"0,9",28.0,475.0,"0,25",,,43,,"0,07","0,12",1,4,75.0,B,False,pisang lampung,,76.92307692307692,pisang ambon,low_score,,,,,,,,unmatched,False
ER085,"Pisang mas bali ampenan, segar",KZGMI-2001,77,92,,,21.0,"3,7","0,5",7.0,29,"1,2",32.0,272.0,"0,18",,,14,,"0,09","0,03","0,6",11,75.0,B,False,pisang mas bali ampenan,,60.60606060606061,pisang mas,low_score,,,,,,,,unmatched,False
ER086,"Pisang mas bali kopang, segar",KZGMI-2001,64,127,,,,"3,7","2,4",10.0,0,"0,1",43.0,616.0,"0,12",,,21,,"0,21","0,05","0,9",17,75.0,B,False,pisang mas bali kopang,,62.5,pisang mas,low_score,,,,,,,,unmatched,False
ER087,"Pisang mas, segar",DABM-1964,64,127,,,,"1,4","0,6",7.0,25,"0,8",42.0,392.0,"195,78",,,17,,"0,09","0,08","4,5",2,85.0,B,False,pisang mas,pisang mas,100.0,pisang mas,accepted_fuzzy,Pisang mas,40,2 buah,pisang mas,40.0,40.0,2 buah,normalized_urt,True
ER088,"Pisang raja sereh, segar",KZGPI- 1990,69,108,,,,"0,7",1,16.0,38,"0,1",31.0,,"0,27",,,48,,"0,02","0,08","1,1",2,86.0,B,False,pisang raja sereh,,78.57142857142857,pisang raja,low_score,,,,,,,,unmatched,False
ER089,"Pisang raja, segar",DABM-1964,66,120,,,,"5,3",1,10.0,22,"0,8",35.0,,"0,31",,,53,,"0,06","0,14","1,2",10,70.0,B,False,pisang raja,pisang raja,100.0,pisang raja,accepted_fuzzy,Pisang raja,40,2 buah kecil,pisang raja,40.0,40.0,2 buah kecil,normalized_urt,True
ER090,"Pisang rotan, segar",KZGPI- 1990,76,98,,,,1,"0,9",17.0,51,"1,1",24.0,,"0,21",,,37,,"0,01","0,1","0,9",2,56.0,B,False,pisang rotan,,78.26086956521739,pisang raja,low_score,,,,,,,,unmatched,False
ER091,"Pisang talas, segar",KZGMI-2001,71,113,,,,"4,4","0,9",22.0,22,"0,6",29.0,48.0,"0,26",,,159,,"0,12","0,03",1,9,75.0,B,False,pisang talas,,78.26086956521739,pisang raja,low_score,,,,,,,,unmatched,False
ER092,Pisang tujuh bulan,KZGMI-2001,76,94,,,,"3,7","0,8",50.0,20,"0,2",0.0,4.0,"0,1",,,72,,"0,03","0,03","0,3",6,75.0,B,False,pisang tujuh bulan,,60.0,pisang ambon,low_score,,,,,,,,unmatched,False
ER093,"Pisang ua, segar",KZGMI-2001,68,128,,,,"8,1","0,7",12.0,28,"0,7",33.0,382.0,"0,2",,,5,,"0,09","0,01","1,2",4,75.0,B,False,pisang ua,,80.0,pisang raja,low_score,,,,,,,,unmatched,False
ER094,"Pisang uli, segar",KZGPI- 1990,62,134,,,,"1,4","1,1",31.0,53,"0,9",39.0,,"0,34",,,59,,"0,11","0,16","1,4",3,77.0,B,False,pisang uli,,66.66666666666667,pisang raja,low_score,,,,,,,,unmatched,False
ER095,"Purut, segar",KZGPI- 1990,81,76,,,,"1,7","1,4",30.0,76,"0,6",10.0,,,,,27,,"0,01","0,11",0,0,34.0,B,False,purut,,53.333333333333336,roti putih,low_score,,,,,,,,unmatched,False
ER096,"Rambutan binjai, segar",KZGMI-2001,81,76,,,18.0,"3,8","0,3",15.0,22,"1,2",22.0,120.0,"0,2",,,0,,"0,19","0,01","0,4",13,40.0,B,False,rambutan binjai,,72.0,jambu biji,low_score,,,,,,,,unmatched,False
ER097,"Rambutan, segar",DABM-1964,81,69,,,,"0,8","0,4",16.0,16,"0,5",16.0,,"0,17",,,0,,0,"0,07","0,5",58,40.0,B,False,rambutan,rambutan,100.0,rambutan,accepted_fuzzy,Rambutan,75,8 buah,rambutan,75.0,75.0,8 buah,normalized_urt,True
ER098,"Salak bali, segar",KZGPI- 1990,85,57,,,,"1,3","0,7",94.0,25,"2,1",,,"0,08",,,3,,0,,,0,93.0,B,False,salak bali,,66.66666666666667,salak,low_score,,,,,,,,unmatched,False
ER099,"Salak medan, segar",KZGMI-2001,78,55,,,,"3,2","8,5",6.0,46,"0,5",39.0,113.0,"0,2",,,4,,"0,04","0,03",,58,93.0,B,False,salak medan,,62.5,salak,low_score,,,,,,,,unmatched,False
ER100,"Salak pondoh, segar",KZGPI- 1990,78,87,,,,0,"0,8",38.0,31,"3,9",,,"0,08",,,,,0,"0,12","0,1",8,59.0,B,False,salak pondoh,,58.82352941176471,salak,low_score,,,,,,,,unmatched,False
ER101,"Salak, segar",DABM-1964,78,77,,,,,"0,7",28.0,18,"4,2",,,"0,08",,,4,,"0,04",,,2,93.0,B,False,salak,salak,100.0,salak,accepted_fuzzy,Salak,65,2 buah sedang,salak,65.0,65.0,2 buah sedang,normalized_urt,True
ER102,"Sawo duren, segar",KZGPI- 1990,87,64,1.0,,8.0,"0,8","0,6",18.0,45,"0,8",13.0,,"0,02",,,0,,"0,01","0,02","0,1",1,64.0,B,False,sawo duren,,57.14285714285714,sawo,low_score,,,,,,,,unmatched,False
ER103,"Sawo kecik, segar",KZGPI- 1990,74,111,,,,1,"1,4",20.0,185,"0,7",28.0,,"0,04",,,119,,0,"0,04","1,5",19,83.0,B,False,sawo kecik,,57.14285714285714,sawo,low_score,,,,,,,,unmatched,False
ER104,"Sawo manila, segar",DABM-1964,76,92,,,,"9,5","0,5",25.0,12,1,26.0,,"0,04",,,111,,"0,01","0,04","1,4",21,79.0,B,False,sawo manila,,55.55555555555556,manggis,low_score,,,,,,,,unmatched,False
ER105,"Semangka, segar",DABM-1964,92,28,,,,"0,4","0,3",7.0,12,"0,2",7.0,,"0,04",,,315,,"0,05","0,05","0,3",6,46.0,B,False,semangka,semangka,100.0,semangka,accepted_fuzzy,Semangka,180,2 potong sedang,semangka,180.0,180.0,2 potong sedang,normalized_urt,True
