food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,food_name_std
AP071,Kue ku temu,KZGMI-2001,46.2,214,3.5,0.2,49.6,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue ku temu,kue ku temu,kue ku temu,,,,,kue ku temu
AP072,Kue lumpur,KZGMS1993 -,40.1,291,3.6,11.1,44.1,-,1.1,96,60,2.3,-,20,0.24,400,-,-,-,-,-,100,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue lumpur,kue lumpur,kue lumpur,,,,,kue lumpur
AP073,Kue pelita,KZGMI-2001,71.0,141,5.3,5.5,17.6,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue pelita,kue pelita,kue pelita,,,,,kue pelita
AP074,Kue putu cangkir,KZGPI-1990,32.6,304,5.3,7.0,54.9,0.9,0.2,18,193,4.0,-,0,0.06,0,100,0,-,-,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue putu cangkir,kue putu cangkir,kue putu cangkir,,,,,kue putu cangkir
AP075,Kue sus,KZGMS1993 -,56.6,221,7.5,10.2,24.8,-,0.9,105,85,2.5,-,26,0.12,1300,-,-,-,-,-,100,0,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue sus,kue sus,kue sus,,,,,kue sus
AP076,Kue timphan,KZGMI-2001,43.0,247,2.9,4.2,49.5,-,0.4,16,107,1.8,56.0,95,1.30,0.8,0.17,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,kue timphan,kue timphan,kue timphan,,,,,kue timphan
AP077,Laksa/putu mayang,KZGMI-2001,73.2,121,1.7,3.4,21.1,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,laksa/putu mayang,laksa putu mayang,laksa putu mayang,,,,,laksa/putu mayang
AP078,Lapis legit,KZGPI-1990,21.3,389,6.6,15.7,55.5,0.5,0.9,16,136,1.9,-,41,0.09,0.26,1032,3.0,0,-,-,100,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,lapis legit,lapis legit,lapis legit,,,,,lapis legit
AP079,Lupis ketan,KZGPI-1990,61.0,164,1.8,2.1,34.5,0.7,0.6,119,31,1.5,-,0,0.09,0.00,0,0.2,100,0,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,lupis ketan,lupis ketan,lupis ketan,,,,,lupis ketan
AP080,Manan samin,KZGMI-2001,27.1,379,3.4,18.1,50.6,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,manan samin,manan samin,manan samin,,,,,manan samin
AP081,Martabak India,KZGMI-2001,65.8,153,4.5,4.2,24.3,-,1.2,14,108,2.4,112.0,240,0.40,0.5,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,martabak india,martabak india,martabak india,,,,,martabak india
AP082,Martabak Mesir,KZGMI-2001,40.2,278,5.1,8.6,45.0,-,1.1,49,168,3.4,123.0,193,0.20,0.9,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,martabak mesir,martabak mesir,martabak mesir,,,,,martabak mesir
AP083,Masekat,KZGMI-2001,15.6,369,2.1,7.0,74.1,4.0,0.8,0.8,52,17,12.0,141,0.40,0.3,155,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,masekat,masekat,masekat,,,,,masekat
AP084,Mie Aceh rebus,KZGMI-2001,74.6,113,3.0,3.2,18.1,-,1.1,22,44,1.4,36.0,191,0.20,0.3,0,0,0.00,0.00,0.0,0,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,mie aceh rebus,mie aceh rebus,mie aceh rebus,,,,,mie aceh rebus
AP085,Mie ayam,KZGMS1993 -,78.6,102,6.2,3.9,10.5,-,0.8,262,51,1.8,166,279,39,-,0.85,0.0,0,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,mie ayam,mie ayam,mie ayam,,,,,mie ayam
AP086,Mie bakso,KZGMS-1993,74.5,114,5.3,3.0,16.4,0.1,0.8,286,53,1.9,17,760,180,-,0.16,-,-,-,-,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,mie bakso,mie bakso,mie bakso,,,,,mie bakso
AP087,Mie celon,KZGMI-2001,75.9,102,3.0,2.1,17.8,-,1.2,12,84,1.4,451,112.0,0.10,0.5,0,0,0.00,0.00,0.0,0,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,mie celon,mie celon,mie celon,,,,,mie celon
AP088,Mie pangsit basah,KZGMS-1993,79.2,105,5.9,4.9,9.4,0.7,-,208,48,2.0,25,530,620,-,0.46,0,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,mie pangsit basah,mie pangsit basah,mie pangsit basah,,,,,mie pangsit basah
AP089,Nasi gemuk,KZGMI-2001,61.4,192,3.8,8.8,24.4,0.7,1.0,1.6,15,74,355,63.0,0.20,0,1.4,0,0.19,0.05,2.0,0,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,nasi gemuk,nasi gemuk,nasi gemuk,,,,,nasi gemuk
AP090,Nasi gurih,KZGMI-2001,60.5,190,4.7,7.5,26.0,0.7,0.8,1.3,12,62,52.0,296,0.20,1.2,0,0,0.06,0.11,2.1,0,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,nasi gurih,nasi gurih,nasi gurih,,,,,nasi gurih
AP091,Nasi minyak,KZGMI-2001,53.3,207,3.5,5.0,37.1,0.8,1.1,100,26,1.5,174.0,74,0.20,0,0,2.2,0.14,2.6,0.07,-,100,0,A,AP,M,Minyak / Lemak,keyword_rule,nasi minyak,nasi minyak,nasi minyak,,,,,nasi minyak
AP092,Nasi rames,KZGMS-1993,65.8,155,10.3,4.2,19.1,-,0.6,239,62,1.8,3140,265,96,-,0.59,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,nasi rames,nasi rames,nasi rames,,,,,nasi rames
AP093,Nopia spesial,KZGPI-1990,11.5,387,5.3,7.6,74.3,0.3,1.3,903,133,4.2,-,-,512,0.17,-,-,-,-,-,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,nopia spesial,nopia spesial,nopia spesial,,,,,nopia spesial
AP094,Onde-onde,KZGMI-2001,27.7,336,4.0,9.8,57.9,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,onde-onde,onde-onde,onde-onde,,,,,onde-onde
AP095,Padamaran,KZGMI-2001,67.6,171,3.9,8.9,18.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,padamaran,padamaran,padamaran,,,,,padamaran
AP096,Pastel,KZGMS-1993,38.3,307,4.5,13.3,42.4,-,-,296,53,2.5,5360,1.5,0,-,0.15,0,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,pastel,pastel,pastel,,,,,pastel
AP097,Pulut,KZGMI-2001,49.1,216,2.6,3.1,44.4,3.8,0.8,70,6,1.3,22.0,100,0.40,0,0,0.14,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,pulut,pulut,pulut,,,,,pulut
AP098,Pundut nasi,KZGMI-2001,77.8,104,1.9,4.1,15.1,0.4,1.1,1.5,100,26,74,174.0,0.00,0.0,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,pundut nasi,pundut nasi,pundut nasi,,,,,pundut nasi
AP099,Putri hijau,KGZMI-2001,54.8,189,5.4,2.1,37.2,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,putri hijau,putri hijau,putri hijau,,,,,putri hijau
AP100,Putri selat,KZGMI-2001,66.6,163,2.2,6.5,23.8,0.9,4.0,72,3,-,6,68.0,0,0,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,putri selat,putri selat,putri selat,,,,,putri selat
AP101,Putu sopa,KZGMI-2001,50.7,215,3.3,4.1,41.1,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,putu sopa,putu sopa,putu sopa,,,,,putu sopa
AP102,Renggi goreng,KZGMI-2001,8.8,471,4.7,21.8,64.1,6.4,1.1,80,4,0.6,126,29.0,0.90,0,0,0,1.3,0.05,8.2,0.53,0,100,A,AP,MP,Makanan Pokok,tkpi_main_group,renggi goreng,renggi goreng,renggi goreng,,,,,renggi goreng
AP103,Roti boong,KZGMI-2001,34.0,341,5.5,16.2,43.3,1.0,-,15,65,1.1,41.0,161,0.9,0.40,0.30,2.4,0,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,roti boong,roti boong,roti boong,,,,,roti boong
AP104,Roti wana sawo matang,DABM-1964,40.0,249,7.9,1.5,49.7,-,0.9,20,140,2.5,500,91.0,0,0,0,0.15,-,-,-,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,roti wana sawo matang,roti wana sawo matang,roti wana sawo matang,,,,,roti wana sawo matang
AP105,Sarimuka,KZGMI-2001,61.5,166,2.3,2.8,32.9,2.0,-,36,13,0.5,3,34.0,0.00,0.0,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,sarimuka,sarimuka,sarimuka,,,,,sarimuka
AP106,Spaghetti,KZGMS-1993,66.1,139,7.4,2.1,22.6,4.7,-,109,53,2.1,42,940,0.35,-,-,-,-,-,-,-,100,0,A,AP,MP,Makanan Pokok,tkpi_main_group,spaghetti,spaghetti,spaghetti,,,,,spaghetti
AP107,Srikaya ketan,KZGMI-2001,41.0,265,2.7,6.4,49.1,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,srikaya ketan,srikaya ketan,srikaya ketan,,,,,srikaya ketan
AP108,Sunduk lawang,KZGMI-2001,63.4,181,1.9,1.3,32.4,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,A,AP,MP,Makanan Pokok,tkpi_main_group,sunduk lawang,sunduk lawang,sunduk lawang,,,,,sunduk lawang
AP109,Suwir-suwir,KZGPI-1990,13.4,347,0.5,0.9,84.2,0.8,1.0,42,40,4.3,-,-,0.13,240,1,0.9,100,0,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,suwir-suwir,suwir-suwir,suwir-suwir,,,,,suwir-suwir
AP110,Tipa-tipa,KZGPI-1990,11.3,355,6.2,1.2,79.8,1.3,1.5,17,328,1.6,-,-,0.26,0,0,0.04,0,100,0,1.5,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,tipa-tipa,tipa-tipa,tipa-tipa,,,,,tipa-tipa
AP111,Wajit camilan,KZGPI-1990,27.1,303,6.3,2.7,63.3,6.9,0.6,61,302,5.5,-,-,0.03,0,0,0,100,-,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,wajit camilan,wajit camilan,wajit camilan,,,,,wajit camilan
AP112,Widaran,KZGPI-1990,7.0,424,1.3,10.7,80.7,0.2,0.3,49,88,2.5,-,-,0.20,0.13,21,440,0,100,2.2,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,widaran,widaran,widaran,,,,,widaran
AP113,Wingko babat,KZGPI-1990,29.7,355,3.2,15.1,51.4,2.4,0.7,47,63,1.1,-,-,0.08,0.08,0,0,0.0,100,0,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,wingko babat,wingko babat,wingko babat,,,,,wingko babat
AP114,Yangko,KZGPI-1990,37.4,254,3.0,1.1,58.1,0.8,0.4,184,24,2.6,-,-,0.15,96,0,100,0.0,0,-,-,-,-,A,AP,MP,Makanan Pokok,tkpi_main_group,yangko,yangko,yangko,,,,,yangko
BR001,"Arrowroot, segar",KZGPI- 1990,"73,5",102,1,"0,2","24,1","1,7","1,2",28,35,"1,7",36,"626,6","0,2","0,8",0,15,0,"0,06","0,1","2,3",2,100,B,BR,MP,Makanan Pokok,tkpi_main_group,arrowroot,arrowroot,arrowroot,,,,,arrowroot
BR002,"Batatas gembili, segar",KZGMI-2001,"76,7",76,"1,1","0,9",16,"4,2","0,7",0,40,"0,2",10,200,"0,2","0,3",0,0,0,"0,06",0,"0,9",0,85,B,BR,MP,Makanan Pokok,tkpi_main_group,batatas gembili,batatas gembili,batatas gembili,,,,,batatas gembili
BR003,"Batatas kelapa, ubi, segar",KZGMI-2001,"76,1",89,"1,1","0,1",21,4,"0,7",0,40,"0,2",20,340,"0,1","0,2",0,0,0,"0,38",0,"0,9",0,85,B,BR,MP,Makanan Pokok,tkpi_main_group,"batatas kelapa, ubi","batatas kelapa, ubi","batatas kelapa, ubi",,,,,"batatas kelapa, ubi"
BR004,"Belitung, talas, segar",KZGPI- 1990,"63,1",145,"1,2","0,4","34,2","1,5","1,1",26,54,"1,4",6,"536,1","0,2","0,9",0,0,0,"0,1","0,1","2,3",2,85,B,BR,MP,Makanan Pokok,tkpi_main_group,"belitung, talas","belitung, talas","belitung, talas",,,,,"belitung, talas"
BR005,"Bengkuang, segar",DABM- 1964,"85,1",59,"1,4","0,2","12,8",1,"0,5",15,18,"0,6",2,"244,3","0,1","0,3",,0,,"0,04","0,1","0,2",20,84,B,BR,MP,Makanan Pokok,tkpi_main_group,bengkuang,bengkuang,bengkuang,,,,,bengkuang
BR006,"Bentul (komba), talas, segar",KZGPI- 1990,"75,8",98,"1,6","0,7","20,9","0,7","1,8",44,66,"1,5",,"195,5","0,2","0,6",0,0,0,"0,02","0,1","0,8",0,86,B,BR,MP,Makanan Pokok,tkpi_main_group,"bentul (komba), talas","bentul (komba), talas","bentul (komba), talas",,,,,"bentul (komba), talas"
BR007,"Gadeng/Gadung, kering",KZGMI-2001,"20,2",322,"2,4","0,6","76,6",,"0,2",39,22,"2,2",5,2,"0,5","0,2",0,0,0,"0,45","0,02",1,0,100,B,BR,MP,Makanan Pokok,tkpi_main_group,gadeng/gadung,"gadeng gadung, kering","gadeng gadung, kering",,,,,gadeng/gadung
BR008,"Gadung, ubi, segar",KZGPI- 1990,"74,4",100,"0,9","0,3","23,5","2,1","0,9",79,66,"0,9",8,"687,2","0,2","0,2",0,0,0,"0,23",0,"0,5",2,85,B,BR,MP,Makanan Pokok,tkpi_main_group,"gadung, ubi","gadung, ubi","gadung, ubi",,,,,"gadung, ubi"
BR009,"Ganyong, segar",KZGPI- 1990,"79,9",77,"0,6","0,2","18,4","0,8","0,9",15,67,1,,,,,0,0,0,"0,1",,,9,65,B,BR,MP,Makanan Pokok,tkpi_main_group,ganyong,ganyong,ganyong,,,,,ganyong
BR010,"Gembili, ubi, segar",KZGPI- 1990,"66,4",131,"1,1","0,2","31,3","1,1",1,14,56,"0,6",10,200,"0,2","0,3",0,0,0,"0,08",0,"0,9",4,85,B,BR,MP,Makanan Pokok,tkpi_main_group,"gembili, ubi","gembili, ubi","gembili, ubi",,,,,"gembili, ubi"
BR011,"Hofa/ubi hutan, segar",KZGMI-2001,"67,9",127,"1,2","0,5","29,5","3,4","0,9",30,8,"0,7",3,4,"0,1","0,2",0,0,0,"0,3","0,05","0,6",0,85,B,BR,MP,Makanan Pokok,tkpi_main_group,hofa/ubi hutan,hofa ubi hutan,hofa ubi hutan,,,,,hofa/ubi hutan
BR012,"Kaburan, ubi, segar",KZGPI- 1990,"66,5",133,1,"0,2","32,2","0,7","0,5",65,50,"0,6",10,"899,2","0,2","0,2",0,0,0,"0,01",0,"0,3",0,81,B,BR,MP,Makanan Pokok,tkpi_main_group,"kaburan, ubi","kaburan, ubi","kaburan, ubi",,,,,"kaburan, ubi"
BR013,"Kentang, segar",KZGPI- 1990,"83,4",62,"2,1","0,2","13,5","0,5","0,8",63,58,"0,7",7,396,"0,4","0,3",0,0,0,"0,09","0,1",1,21,85,B,BR,MP,Makanan Pokok,tkpi_main_group,kentang,kentang,kentang,2 Buah Sedang,2.0,Buah Sedang,210,kentang
BR014,"Kentang hitam, segar",DABM- 1964,64,142,"0,9","0,4","33,7","5,4",1,34,75,"0,2",22,"890,3","0,9","0,6",,0,,"0,02","0,1","2,2",38,75,B,BR,MP,Makanan Pokok,tkpi_main_group,kentang hitam,kentang hitam,kentang hitam,12 Biji,12.0,Biji,125,kentang hitam
BR015,"Keribang, ubi, segar",KZGPI- 1990,67,137,"1,3","1,1","29,8","0,6","0,8",45,56,"0,8",10,"885,8","0,2","0,3",0,0,0,0,0,"0,7",0,83,B,BR,MP,Makanan Pokok,tkpi_main_group,"keribang, ubi","keribang, ubi","keribang, ubi",,,,,"keribang, ubi"
BR016,"Ketela pohon/ singkong, segar",KZGPI- 1990,"61,4",154,1,"0,3","36,8","0,9","0,5",77,24,"1,1",2,394,"0,3","0,4",0,0,0,"0,06","0,1","0,5",31,85,B,BR,MP,Makanan Pokok,tkpi_main_group,ketela pohon/ singkong,ketela pohon singkong,ketela pohon singkong,,,,,ketela pohon/ singkong
BR017,Lepok/ubi rumput,KZGMI-2001,"55,3",181,"2,8","1,2","39,8","10,7","0,9",7,50,"3,1",116,306,"1,6","0,9",0,0,0,"0,28","0,05","1,5",0,85,B,BR,MP,Makanan Pokok,tkpi_main_group,lepok/ubi rumput,lepok ubi rumput,lepok ubi rumput,,,,,lepok/ubi rumput
BR018,"Sagu aren, kering",KZGPI- 1990,"11,9",355,"0,6","1,1","85,6","0,3","0,8",91,167,"2,2",2,200,0,"0,3",,,0,"0,04","0,1","0,5",0,100,B,BR,MP,Makanan Pokok,tkpi_main_group,sagu aren,"sagu aren, kering","sagu aren, kering",,,,,sagu aren
BR019,"Sagu aren, segar",KZGMI-2001,"42,5",231,"0,6","0,2","56,6","3,2","0,1",20,20,"0,1",7,0,"0,1","0,1",0,,0,"0,2",0,0,0,100,B,BR,MP,Makanan Pokok,tkpi_main_group,sagu aren,sagu aren,sagu aren,,,,,sagu aren
BR020,Sagu kasbi segar,KZGMI-2001,"42,5",230,"0,6","0,2","56,5",3,"0,2",20,1,"0,3",100,410,"0,1","0,2",0,0,0,"0,1",0,0,0,100,B,BR,MP,Makanan Pokok,tkpi_main_group,sagu kasbi segar,sagu kasbi segar,sagu kasbi segar,,,,,sagu kasbi segar
BR021,Sagu lempeng,KZGMI-2001,"13,5",347,"0,9","0,3","85,2","4,7","0,1",30,30,"0,2",11,0,"0,1","0,1",0,0,,"0,3",0,0,0,100,B,BR,MP,Makanan Pokok,tkpi_main_group,sagu lempeng,sagu lempeng,sagu lempeng,,,,,sagu lempeng
BR022,"Sagu singkong, kering",DABM- 1964,12,362,"0,5","0,3","86,9",,"0,3",0,0,0,,,,,,0,0,0,,,0,100,B,BR,MP,Makanan Pokok,tkpi_main_group,sagu singkong,"sagu singkong, kering","sagu singkong, kering",,,,,sagu singkong
BR023,"Sente, talas, segar",DABM- 1964,14,353,"0,7","0,2","84,7","6,6","0,4",11,13,"1,5",30,"694,6","0,6","2,2",,41,,"0,05","0,2","2,8",5,86,B,BR,MP,Makanan Pokok,tkpi_main_group,"sente, talas","sente, talas","sente, talas",,,,,"sente, talas"
BR024,"Suweg, talas, segar",KZGPI- 1990,"80,1",74,"1,4","0,1","17,2","1,4","1,2",42,46,"1,3",7,400,"0,1","0,1",0,24,254,"0,04",0,"0,4",2,86,B,BR,MP,Makanan Pokok,tkpi_main_group,"suweg, talas","suweg, talas","suweg, talas",,,,,"suweg, talas"
BR025,"Talas bogor, segar",KZGPI- 1990,"72,4",108,"1,4","0,4",25,"0,9","0,8",47,67,"0,7",10,448,"0,2","0,7",0,0,0,"0,06","0,07",1,4,85,B,BR,MP,Makanan Pokok,tkpi_main_group,talas bogor,talas bogor,talas bogor,,,,,talas bogor
BR026,"Talas pontianak, segar",KZGPI- 1990,60,163,"2,3","0,5","36,4","0,7","0,9",45,80,"1,7",14,"323,1","0,3",1,0,0,0,"0,02","0,1","1,3",,83,B,BR,MP,Makanan Pokok,tkpi_main_group,talas pontianak,talas pontianak,talas pontianak,,,,,talas pontianak
BR027,"Talas viqueque, segar",KZGMI-2001,"70,6",115,"1,8","0,5","25,9","8,6","1,2",50,220,"0,9",1,70,"0,3",1,0,0,0,"0,08","0,1","0,9",,85,B,BR,MP,Makanan Pokok,tkpi_main_group,talas viqueque,talas viqueque,talas viqueque,,,,,talas viqueque
BR028,"Ubi jalar, kuning, segar",KZGMI-2001,"72,6",119,"0,5","0,4","25,1","4,2",1,30,40,"0,4",3,1,"0,1","0,2",0,794,4948,"0,06","0,07","0,7",21,85,B,BR,MP,Makanan Pokok,tkpi_main_group,"ubi jalar, kuning","ubi jalar, kuning","ubi jalar, kuning",,,,,"ubi jalar, kuning"
BR029,"Ubi jalar manis, segar",KZGPI- 1990,"78,4",83,"1,5","0,2","18,8","0,6","1,1",27,162,"2,1",52,"320,7","0,1","0,3",0,0,0,"0,02",0,"0,4",0,85,B,BR,MP,Makanan Pokok,tkpi_main_group,ubi jalar manis,ubi jalar manis,ubi jalar manis,,,,,ubi jalar manis
BR030,"Ubi jalar merah, segar",KZGPI- 1990,"61,9",151,"1,6","0,3","35,4","0,7","0,6",29,74,"0,7",92,"565,6","0,3","0,5",0,0,1208,"0,13","0,08","0,7",11,86,B,BR,MP,Makanan Pokok,tkpi_main_group,ubi jalar merah,ubi jalar merah,ubi jalar merah,,,,,ubi jalar merah
BR031,"Ubi jalar putih, segar",KZGMI-2001,"77,8",88,"0,4","0,4","20,6",4,"0,8",30,10,"0,5",2,4,"0,1","0,2",0,13,264,"0,25","0,06","0,5",36,86,B,BR,MP,Makanan Pokok,tkpi_main_group,ubi jalar putih,ubi jalar putih,ubi jalar putih,,,,,ubi jalar putih
BR032,Ubi jalar tinta/ kemayung,KZGMI-2001,"72,5",108,"0,5","0,4","25,6","4,2",1,30,40,"0,5",1,1,"0,1","0,2",0,13,0,"0,09","0,06","0,6",24,85,B,BR,MP,Makanan Pokok,tkpi_main_group,ubi jalar tinta/ kemayung,ubi jalar tinta kemayung,ubi jalar tinta kemayung,,,,,ubi jalar tinta/ kemayung
BR033,"Umbi Uwi, segar",BKP,"69,7",120,"2,8","0,5","82,3","2,6","0,9",9,42,"1,3",12,412,"0,3","0,6",,0,0,"0,02","0,5","0,2",4,86,B,BR,MP,Makanan Pokok,tkpi_main_group,umbi uwi,umbi uwi,umbi uwi,,,,,umbi uwi
BP001,"Batatas kelapa, ubi, bakar",KZGMI-2001,"73,2",110,"1,4","1,1","23,4","4,5","0,7",1,46,"0,2",12,230,"0,2","0,3",0,0,0,"1,13",0,0,0,85,B,BP,MP,Makanan Pokok,tkpi_main_group,"batatas kelapa, ubi, bakar","batatas kelapa, ubi","batatas kelapa, ubi",,,,,"batatas kelapa, ubi, bakar"
BP002,"Batatas kelapa, ubi, kukus",KZGMI-2001,"75,7",92,"1,2","0,3",21,"4,1","1,8",0,42,"0,2",10,209,"0,2","0,3",0,0,0,"0,28",0,"0,7",0,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"batatas kelapa, ubi, kukus","batatas kelapa, ubi","batatas kelapa, ubi",,,,,"batatas kelapa, ubi, kukus"
BP003,"Batatas tali, ubi, rebus",KZGMI-2001,"53,2",182,"2,4","0,4","42,2","9,2","1,8",1,80,"0,3",20,402,"0,3","0,6",0,0,0,"0,27",0,"1,3",0,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"batatas tali, ubi, rebus","batatas tali, ubi","batatas tali, ubi",,,,,"batatas tali, ubi, rebus"
BP004,"Belitung, talas, kukus",KZGPI- 1990,"63,1",145,"1,2","0,4","34,2",1,"1,1",21,48,"0,9",7,"552,6","0,2","0,9",0,0,0,"0,08","0,1","2,3",1,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"belitung, talas, kukus","belitung, talas","belitung, talas",,,,,"belitung, talas, kukus"
BP005,"Bentul, talas, kukus",KZGPI- 1990,"81,1",71,"2,3","0,3","15,4","0,5","0,9",29,26,"0,6",,201,"0,2","0,6",0,0,0,"0,06",0,0,21,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"bentul, talas, kukus","bentul, talas","bentul, talas",,,,,"bentul, talas, kukus"
BP006,"Gadung, ubi, kukus",KZGPI- 1990,"77,4",88,"0,6","0,3","20,9","0,9","0,8",26,47,"0,4",6,584,"0,2","0,2",0,0,0,"0,03",0,"0,4",0,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"gadung, ubi, kukus","gadung, ubi","gadung, ubi",,,,,"gadung, ubi, kukus"
BP007,"Ganyong, rebus",KZGPI- 1990,"74,1",100,"0,8","0,2","23,8","0,9","1,1",15,65,"0,9",,,,,0,0,0,"0,04",,,6,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"ganyong, rebus",ganyong,ganyong,,,,,"ganyong, rebus"
BP008,Ketela pohon/singkong kukus,KZGPI- 1990,"61,5",153,"1,2","0,3","36,4","1,3","0,6",56,22,"0,4",2,"345,3","0,3","0,1",0,0,0,0,0,"0,3",20,100,B,BP,MP,Makanan Pokok,tkpi_main_group,ketela pohon/singkong kukus,ketela pohon singkong kukus,ketela pohon singkong kukus,,,,,ketela pohon/singkong kukus
BP009,"Suweg, talas, kukus",KZGPI- 1990,"75,5",93,"1,5","0,1","21,9","0,9",1,50,58,"0,8",6,"350,3","0,1","0,1",0,0,283,"0,09",0,"0,3",0,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"suweg, talas, kukus","suweg, talas","suweg, talas",,,,,"suweg, talas, kukus"
BP010,"Talas bogor, kukus",KZGPI- 1990,"69,2",120,"1,5","0,3","28,2","0,7","0,8",31,63,"0,7",11,498,"0,2","0,6",0,0,0,"0,05","0,6","0,8",2,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"talas bogor, kukus",talas bogor,talas bogor,,,,,"talas bogor, kukus"
BP011,"Ubi jalar, kuning, kukus",KZGPI- 1990,"74,2",100,"0,7","0,3","23,8",1,1,44,46,"0,4",3,"0,8","0,1","0,2",0,819,4427,0,"0,1","0,6",16,100,B,BP,MP,Makanan Pokok,tkpi_main_group,"ubi jalar, kuning, kukus","ubi jalar, kuning","ubi jalar, kuning",,,,,"ubi jalar, kuning, kukus"
BP012,Ubi jalar tinta/ kemayung kukus,KZGPI- 1990,"58,5",165,"0,9","0,2","39,8","1,1","0,6",20,23,"0,8",1,"0,9","0,1","0,2",0,0,0,"0,02","0,1","0,5",0,100,B,BP,MP,Makanan Pokok,tkpi_main_group,ubi jalar tinta/ kemayung kukus,ubi jalar tinta kemayung kukus,ubi jalar tinta kemayung kukus,,,,,ubi jalar tinta/ kemayung kukus
BP013,Bagea kelapa asin,KZGMI-2001,"3,5",450,"3,2","13,9","78,1",,"1,3",38,38,"0,3",74,0,"0,2","0,2",0,0,0,"0,3",0,0,0,100,B,BP,MP,Makanan Pokok,tkpi_main_group,bagea kelapa asin,bagea kelapa asin,bagea kelapa asin,,,,,bagea kelapa asin
